시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,단원구,시도,화랑로,화랑로,03,경기도 안산시 단원구 화랑로 260 (초지동),경기도 안산시 단원구 초지동 666,37.3194760178,126.8164938939,03,02,Y,479,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,32+3+24+3+10+3,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,강촌로,강촌로,03,경기도 안산시 단원구 신원로 66,경기도 안산시 단원구 성곡동 634-2,37.3195972907,126.7507564895,03,02,Y,303,01,04,04,녹색+황색+적색/녹색화살표,27+3+27+3,02,99,01,Y,00:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,시화로,시화로,03,경기도 안산시 단원구 시화로 162,경기도 안산시 단원구 성곡동 667,37.3196458256,126.7431162577,03,02,Y,304,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,45+3+35+3+31+3+37+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,번영로,번영로,03,경기도 안산시 단원구 번영로 109,경기도 안산시 단원구 성곡동 710-11,37.3196665959,126.7361755896,03,02,Y,292,01,03,03,녹색+황색+녹색+황색+적색+보행녹색+보행점멸,81+3+50+3+2+10+11,02,99,01,Y,00:00,06:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,화랑로,화랑로,03,경기도 안산시 상록구 화랑로 530 (성포동),경기도 안산시 상록구 성포동 587-1,37.3200922444,126.8468408064,03,02,Y,283,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색,40+3+12+3+29+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,화랑로,화랑로,03,"경기도 안산시 상록구 화랑로 510 (성포동, 주공4단지아파트)",경기도 안산시 상록구 성포동 588,37.3201602854,126.8437494142,03,02,Y,257,01,04,04,녹색+황색+적색/녹색화살표+적색/황색,55+3+2+27+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,화랑로,화랑로,03,"경기도 안산시 상록구 화랑로 510 (성포동, 주공4단지아파트)",경기도 안산시 상록구 성포동 588,37.3201602854,126.8437494142,03,02,Y,258,01,04,04,녹색+황색+적색/녹색화살표+적색/황색,55+3+2+27+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 성호로 130 (일동),경기도 안산시 상록구 일동 557-9,37.3154088566,126.8600854600,03,01,Y,259,01,03,03,녹색+황색+적색+보행녹색+보행점멸,49+3+2+10+11,02,99,01,Y,00:00,05:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕대로,광덕대로,03,경기도 안산시 단원구 광덕4로 151 (고잔동),경기도 안산시 단원구 고잔동 680,37.3155524735,126.8294452903,03,02,Y,158,01,03,03,녹색+황색+녹색+황색+적색+보행녹색+보행점멸,59+4+3+40+4+3+15+22,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,강촌로,강촌로,03,경기도 안산시 단원구 강촌로 244,경기도 안산시 단원구 목내동 475-1,37.3156299061,126.7763915812,03,02,Y,314,01,04,04,녹색+황색+적색+보행녹색+보행점멸+적색/녹색화살표+황색+녹색/녹색화살표+황색,39+3+3+9+10+20+3+20+,02,99,01,Y,00:00,09:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,일반국도,77번,번영로,03,경기도 안산시 단원구 별망로 59,경기도 안산시 단원구 성곡동 721,37.3157949157,126.7341855668,03,02,Y,291,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,59+4+19+4+33+4+33+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,신안산대학로,신안산대학로,03,경기도 안산시 단원구 신안산대학로 195-1,경기도 안산시 단원구 초지동 1-583,37.3158215175,126.8119586720,03,02,Y,241,01,04,04,적색+보행녹색+보행점멸+녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색,2+10+25+56+4+17+3+3+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕4로,광덕4로,03,,경기도 안산시 단원구 초지동 674-1,37.3161599,126.8183524,03,02,Y,164,01,04,04,적색/녹색화살표+적색/황색+녹색+황색+적색/녹색화살표+적색/황색+녹색+황색,31+3+63+3+31+3+13+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕4로,광덕4로,03,,경기도 안산시 단원구 초지동 674-6,37.3162595,126.8208956,03,02,Y,165,01,04,04,녹색/녹색화살표+황색+녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색,32+3+61+3+15+3+30+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,강촌로,강촌로,03,경기도 안산시 단원구 강촌로 265,경기도 안산시 단원구 목내동 409,37.3162876918,126.7773643421,03,02,Y,384,01,04,04,녹색+황색+적색+보행녹색+보행점멸+적색/녹색화살표+황색+녹색/녹색화살표+황색,39+3+3+9+10+20+3+20+,02,99,01,Y,00:00,09:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,별망로,별망로,03,경기도 안산시 단원구 해봉로 149,경기도 안산시 단원구 성곡동 601,37.3165524147,126.7615470433,03,02,Y,259,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,64+3+2+16+3+28+3+28+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕4로,광덕4로,03,,경기도 안산시 단원구 초지동 674-2,37.3165947,126.8138107,03,02,Y,163,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색+황색+적색/녹색화살표+적색/황색,17+4+56+4+17+4+44+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 호동로 2 (일동),경기도 안산시 상록구 일동 551-8,37.3168714099,126.8594735504,03,02,Y,161,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,33+3+23+3+10+3,02,99,01,Y,23:00,05:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,강촌로,강촌로,03,경기도 안산시 단원구 강촌로 149,경기도 안산시 단원구 성곡동 601,37.3170399106,126.7656248823,03,02,Y,315,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,67+3+60+3+24+3,02,99,01,Y,00:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,별망로,별망로,03,경기도 안산시 단원구 별망로12,경기도 안산시 단원구 성곡동 694-1,37.3171580366,126.7281745076,03,02,Y,287,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,67+3+18+3+32+3+31+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,충장로,충장로,03,경기도 안산시 상록구 충장로 432 (성포동),경기도 안산시 상록구 성포동 586,37.3172095085,126.8501002428,03,01,Y,34,01,04,04,녹색+황색+적색/녹색화살표+적색/황색,54+3+30+3,02,99,01,Y,01:00,05:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,고잔로,고잔로,03,경기도 안산시 상록구 충장로 431 (성포동),경기도 안산시 상록구 성포동 590,37.3174494640,126.8489039226,03,01,Y,285,01,03,03,녹색+황색+적색+보행녹색+보행점멸,59+3+2+11+15,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,연수원로,연수원로,03,경기도 안산시 단원구 연수원로 64,경기도 안산시 단원구 원곡동 932,37.3178940510,126.7989029494,03,02,Y,383,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,53+3+7+3+3+11+11,02,99,01,N,24:00,24:00,Y,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,시화로,시화로,03,경기도 안산시 단원구 시화로 198,경기도 안산시 단원구 성곡동 701-3,37.3179857643,126.7404729866,03,02,Y,305,01,04,04,녹색+황색+적색/녹색화살표+황색+적색+보행녹색+보행점멸,97+3+24+3+2+13+18,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,성곡로,성곡로,03,경기도 안산시 단원구 성곡로 87,경기도 안산시 단원구 성곡동 636-2,37.3180152993,126.7560505329,03,02,Y,302,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,62+3+21+3+32+3+33+3,02,99,01,Y,00:00,06:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화랑로,화랑로,03,경기도 안산시 단원구 화랑로 312 (고잔동),경기도 안산시 단원구 고잔동 817,37.3184264748,126.8231075137,03,01,Y,31,01,03,03,녹색+황색+적색+보행녹색+보행점멸,116+3+2+12+17,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,동산로,동산로,03,경기도 안산시 단원구 동산로 177,경기도 안산시 단원구 초지동 68,37.3184626171,126.8070287632,03,02,Y,316,01,04,04,녹색/녹색화살표+황색+녹색+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,92+4+34+4+44+4+34+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,충장로,충장로,03,경기도 안산시 상록구 충장로 444 (성포동),경기도 안산시 상록구 성포동 585-4,37.3184630391,126.8495426940,03,02,Y,33,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,27+3+12+3+12+3+2+12+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕3로,광덕3로,03,경기도 안산시 단원구 광덕3로 223 (고잔동),경기도 안산시 단원구 고잔동 742,37.3122627779,126.8377598792,03,01,Y,530,01,03,03,녹색+황색+적색+보행녹색+보행점멸,112+3+3+17+15,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,첨단로,첨단로,03,경기도 안산시 단원구 첨단로 49,경기도 안산시 단원구 성곡동 782,37.3123592834,126.7290220502,03,02,Y,427,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,44+3+10+3+27+3+27+3,02,99,01,Y,00:00,05:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 성호로 82 (일동),경기도 안산시 상록구 일동 600-7,37.3125953107,126.8642826275,03,01,Y,251,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,32+3+10+3+2+14+11,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕3로,광덕3로,03,,경기도 안산시 단원구 초지동 723-4,37.3129746,126.8180575,03,02,Y,180,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,92+3+18+3+2+17+15,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,구룡로,구룡로,03,경기도 안산시 상록구 구룡로 33-1 (일동),경기도 안산시 상록구 일동 88-1,37.3129969989,126.8689251162,03,01,Y,226,01,03,03,녹색+황색+적색+보행녹색+보행점멸,48+3+3+10+11,02,99,01,Y,23:00,05:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,일반국도,77번,별망로,03,경기도 안산시 단원구 별망로159번길 6,경기도 안산시 단원구 성곡동 691,37.3130215359,126.7448264165,03,01,Y,286,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,106+4+1+15+3+2+11+18,02,99,01,Y,23:00,06:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,광덕4로,광덕4로,03,경기도 안산시 상록구 송호1길 73 (이동),경기도 안산시 상록구 이동 659-1,37.3131996990,126.8485198527,03,02,Y,71,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색+적색+보행녹색+보행점멸,77+3+10+3+21+3+2+10+,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,동산로,동산로,03,경기도 안산시 단원구 동산로 41,경기도 안산시 단원구 원시동 804,37.3132230114,126.7946557227,03,02,Y,273,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색,45+4+133+4+50+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 성호로 96 (일동),경기도 안산시 상록구 일동 581-8,37.3133904196,126.8630628566,03,02,Y,159,01,04,04,녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,29+4+39+4+33+4+33+4,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,건건로,건건로,03,경기도 안산시 상록구 삼천리로 137 (건건동),경기도 안산시 상록구 건건동 340-7,37.3136887073,126.9066294871,03,02,Y,190,01,04,04,녹색+황색+적색/녹색화살표+적색/황색,52+3+22+3,02,99,01,Y,23:00,05:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,충잘로,충잘로,03,경기도 안산시 상록구 충장로 384-1 (이동),경기도 안산시 상록구 이동 269-3,37.3137431047,126.8507117870,03,01,Y,90,01,03,03,녹색+황색+적색+보행녹색+보행점멸,146+3+2+12+17,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,성곡로,성곡로,03,경기도 안산시 단원구 성곡로 47,경기도 안산시 단원구 성곡동 627-2,37.3138887695,126.7544033054,03,02,Y,308,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,51+3+17+3+42+3+38+3,02,99,01,Y,00:00,06:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,산단로,산단로,03,경기도 안산시 단원구 동산로 63,경기도 안산시 단원구 원시동 773-9,37.3144312985,126.7972696479,03,02,Y,500,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,176+3+19+3+36+3,02,99,01,N,24:00,24:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,성호로,성호로,03,경기도 안산시 상록구 성호로 114 (일동),경기도 안산시 상록구 일동 569-9,37.3144734134,126.8614725130,03,02,Y,160,01,03,03,녹색+황색+적색+보행녹색+보행점멸,47+5+2+10+11,02,99,01,Y,24:00,05:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,산단로,산단로,03,경기도 안산시 단원구 산단로 216,경기도 안산시 단원구 원시동 803,37.3144780846,126.7910152850,03,02,Y,268,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+적색/녹색화살표+적색/황색,164+4+27+3+39+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕3로,광덕3로,03,,경기도 안산시 단원구 초지동 772,37.3144903,126.8207247,03,02,Y,179,01,03,03,녹색+황색+녹색+황색+적색+보행녹색+보행점멸,58+3+39+3+3+19+25,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,한양대학로,한양대학로,03,경기도 안산시 단원구 적금로 73 (고잔동),경기도 안산시 단원구 고잔동 684,37.3146743933,126.8254131432,03,02,Y,184,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색+황색+적색/녹색화살표+적색/황색,34+4+33+4+34+4+33+4,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,초지로,초지로,03,경기도 안산시 단원구 초지로 178 (초지동),경기도 안산시 단원구 초지동 696-5,37.3147568811,126.8156389746,03,02,Y,182,01,04,04,녹색+황색+적색/녹색화살표+적색/황색,112+3+32+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,정왕천동로,정왕천동로,03,경기도 안산시 단원구 첨단로 7,경기도 안산시 단원구 성곡동 784,37.3148551813,126.7251323815,03,02,Y,375,01,04,04,녹색+황색+녹색/녹색화살표+황색+적색/녹색화살표+적색/황색,81+3+28+3+32+3,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,상록구,시도,항가울로,항가울로,03,경기도 안산시 상록구 항가울로 383 (이동),경기도 안산시 상록구 이동 621-1,37.3149817384,126.8441978430,03,02,Y,49,01,04,05,녹색+황색+적색/녹색화살표+적색/황색+녹색+황색+적색/녹색화살표+적색/황색,22+3+66+3+29+4+50+3,02,99,01,N,24:00,24:00,N,Y,Y,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕4로,광덕4로,03,경기도 안산시 단원구 광덕4로 116 (고잔동),경기도 안산시 단원구 고잔동 681-7,37.3151174670,126.8252541818,03,02,Y,167,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색+황색+적색/녹색화살표+적색/황색,17+4+67+3+16+3+36+4,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕2로,광덕2로,03,경기도 안산시 단원구 광덕2로 15,경기도 안산시 단원구 초지동 724,37.3108912904,126.8121018062,03,01,Y,204,01,03,03,녹색+황색+적색+보행녹색+보행점멸,43+3+2+15+12,02,99,01,N,24:00,24:00,N,N,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,일반국도,77번,별망로,03,경기도 안산시 단원구 별망로 253,경기도 안산시 단원구 성곡동 626,37.3109135727,126.7552793300,03,02,Y,284,01,04,04,녹색+황색+적색/녹색화살표+적색/황색+녹색/녹색화살표+황색+녹색/녹색화살표+황색,66+4+14+5+28+5+33+5,02,99,01,Y,00:00,06:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,광덕2로,광덕2로,03,,경기도 안산시 단원구 초지동 774,37.3109329,126.8204516,03,02,Y,207,01,03,03,녹색+황색+녹색+황색+적색+보행녹색+보행점멸,54+3+52+3+3+11+24,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
경기도,단원구,시도,화정천서로,화정천서로,03,,경기도 안산시 단원구 초지동 774,37.3109329,126.8204516,03,01,Y,215,01,03,03,녹색+황색+적색+보행녹색+보행점멸,46+3+2+11+13,02,99,01,N,24:00,24:00,N,Y,N,,경기남부지방경찰청,031-481-2977,2020-05-31,3930000,경기도 안산시
